domain,flag_description,dataset
nationofchange.org,left,https://bit.ly/2FFUCjF
naturalawakeningsmag.com,pseudoscience,https://bit.ly/2FFUCjF
naturalcures.com,pseudoscience,https://bit.ly/2FFUCjF
naturalcuresnotmedicine.info,pseudoscience,https://bit.ly/2FFUCjF
newamericannews.com,pseudoscience,https://bit.ly/2FFUCjF
newint.org,left,https://bit.ly/2FFUCjF
newnation.org,questionable,https://bit.ly/2FFUCjF
newobserveronline.com,questionable,https://bit.ly/2FFUCjF
newpol.org,left,https://bit.ly/2FFUCjF
newrepublic.com,left,https://bit.ly/2FFUCjF
newrevolutionnow.org,right,https://bit.ly/2FFUCjF
newschicken.com,questionable,https://bit.ly/2FFUCjF
newshounds.us,left,https://bit.ly/2FFUCjF
newsinsideout.com,pseudoscience,https://bit.ly/2FFUCjF
newstatesman.com,left,https://bit.ly/2FFUCjF
newyorker.com,left,https://bit.ly/2FFUCjF
nextnewsnetwork.com,right,https://bit.ly/2FFUCjF
noscomunicamos.com,questionable,https://bit.ly/2FFUCjF
nowthisnews.com,left,https://bit.ly/2FFUCjF
numbersusa.com,right,https://bit.ly/2FFUCjF
nymag.com,left,https://bit.ly/2FFUCjF
onenewsnow.com,right,https://bit.ly/2FFUCjF
opednews.com,left,https://bit.ly/2FFUCjF
oureyeonislam.com,questionable,https://bit.ly/2FFUCjF
overpassesforamerica.com,questionable,https://bit.ly/2FFUCjF
pastemagazine.com,left,https://bit.ly/2FFUCjF
patriotfires.com,questionable,https://bit.ly/2FFUCjF
patriothangout.com,questionable,https://bit.ly/2FFUCjF
patrioticviralnews.com,questionable,https://bit.ly/2FFUCjF
people.com,left,https://bit.ly/2rEc4uV
personalliberty.com,questionable,https://bit.ly/2FFUCjF
pinknews.co.uk,left,https://bit.ly/2rEc4uV
plymouthpatriotpost.com,questionable,https://bit.ly/2FFUCjF
pmnightlynews.com,questionable,https://bit.ly/2FFUCjF
politichicks.com,right,https://bit.ly/2FFUCjF
politicoinfo.com,questionable,https://bit.ly/2FFUCjF
powerlineblog.com,right,https://bit.ly/2FFUCjF
pressprogress.ca,left,https://bit.ly/2FFUCjF
progressive.org,left,https://bit.ly/2FFUCjF
progresstribune.com,questionable,https://bit.ly/2FFUCjF
prophecytoday.com,pseudoscience,https://bit.ly/2FFUCjF
propornot.com,pseudoscience,https://bit.ly/2rEc4uV
prospect.org,left,https://bit.ly/2FFUCjF
proud-patriots.com,questionable,https://bit.ly/2FFUCjF
rabble.ca,left,https://bit.ly/2FFUCjF
rappler.com,left,https://bit.ly/2FFUCjF
rawprogressive.com,left,https://bit.ly/2FFUCjF
realjewnews.com,pseudoscience,https://bit.ly/2FFUCjF
redalertpolitics.com,right,https://bit.ly/2FFUCjF
redoubtnews.com,pseudoscience,https://bit.ly/2FFUCjF
redpeople.us,questionable,https://bit.ly/2FFUCjF
redpepper.org.uk,left,https://bit.ly/2FFUCjF
redrockdaily.com,questionable,https://bit.ly/2FFUCjF
reflectionofmind.org,pseudoscience,https://bit.ly/2FFUCjF
resistancemedia.org,right,https://bit.ly/2FFUCjF
revcom.us,left,https://bit.ly/2FFUCjF
reverbpress.com,left,https://bit.ly/2FFUCjF
revolution-news.com,left,https://bit.ly/2FFUCjF
rewire.news,left,https://bit.ly/2FFUCjF
rightjournalist.com,questionable,https://bit.ly/2FFUCjF
rightsidenews.com,questionable,https://bit.ly/2FFUCjF
rightsmarts.com,questionable,https://bit.ly/2FFUCjF
rightwingwatch.org,left,https://bit.ly/2FFUCjF
ronpaullibertyreport.com,right,https://bit.ly/2FFUCjF
rt.com,state,https://bit.ly/2FFUCjF
salon.com,left,https://bit.ly/2FFUCjF
samuel-warde.com,left,https://bit.ly/2FFUCjF
scarymommy.com,left,https://bit.ly/2FFUCjF
sciencevibe.com,pseudoscience,https://bit.ly/2FFUCjF
secureamericanow.org,right,https://bit.ly/2FFUCjF
shtfplan.com,questionable,https://bit.ly/2FFUCjF
silenceisconsent.net,right,https://bit.ly/2FFUCjF
sitsshow.blogspot.com,pseudoscience,https://bit.ly/2FFUCjF
slate.com,left,https://bit.ly/2FFUCjF
sourcewatch.org,left,https://bit.ly/2rEc4uV
southernconservativeextra.com,fake,https://bit.ly/2FFUCjF
southfront.org,pseudoscience,https://bit.ly/2FFUCjF
southjerseymechanic.com,questionable,https://bit.ly/2FFUCjF
spectator.org,right,https://bit.ly/2FFUCjF
spiked-online.com,right,https://bit.ly/2FFUCjF
stopfake.org,fake,https://bit.ly/2FFUCjF
stormfront.org,pseudoscience,https://bit.ly/2rEc4uV
stpete4peace.org,left,https://bit.ly/2FFUCjF
stream.org,pseudoscience,https://bit.ly/2FFUCjF
surenews.com,questionable,https://bit.ly/2FFUCjF
sustainablepulse.com,pseudoscience,https://bit.ly/2FFUCjF
swampdrain.com,questionable,https://bit.ly/2FFUCjF
syrianews.com,questionable,https://bit.ly/2FFUCjF
takepart.com,left,https://bit.ly/2FFUCjF
talkingpointsmemo.com,left,https://bit.ly/2FFUCjF
teaparty.org,questionable,https://bit.ly/2FFUCjF
teapartypatriots.org,right,https://bit.ly/2FFUCjF
teapartytribune.com,right,https://bit.ly/2FFUCjF
telesurtv.net,left,https://bit.ly/2rEc4uV
the-daily.buzz,left,https://bit.ly/2FFUCjF
theamericancause.org,right,https://bit.ly/2FFUCjF
theamericanmirror.com,questionable,https://bit.ly/2FFUCjF
thecanary.co,left,https://bit.ly/2FFUCjF
thecollegefix.com,right,https://bit.ly/2FFUCjF
thedailybanter.com,left,https://bit.ly/2FFUCjF
thedailyvox.co.za,left,https://bit.ly/2FFUCjF
thefederalist.com,right,https://bit.ly/2FFUCjF
thefrisky.com,left,https://bit.ly/2FFUCjF
thefuckingnews.com,left,https://bit.ly/2FFUCjF
thegrio.com,left,https://bit.ly/2FFUCjF
thehornnews.com,questionable,https://bit.ly/2FFUCjF
theintellectualist.co,left,https://bit.ly/2FFUCjF
themilitant.com,left,https://bit.ly/2FFUCjF
thenation.com,left,https://bit.ly/2FFUCjF
thenewcivilrightsmovement.com,left,https://bit.ly/2FFUCjF
theproudliberal.org,questionable,https://bit.ly/2FFUCjF
therebel.media,right,https://bit.ly/2FFUCjF
theroot.com,left,https://bit.ly/2FFUCjF
therundownlive.com,pseudoscience,https://bit.ly/2rEc4uV
thesun.co.uk,right,https://bit.ly/2FFUCjF
thetrumpet.com,pseudoscience,https://bit.ly/2FFUCjF
theuspoliticalpost.com,left,https://bit.ly/2FFUCjF
thewalrus.ca,left,https://bit.ly/2FFUCjF
this.org,left,https://bit.ly/2FFUCjF
thrivemovement.com,pseudoscience,https://bit.ly/2FFUCjF
tmn.today,questionable,https://bit.ly/2FFUCjF
todaydispatch.com,questionable,https://bit.ly/2FFUCjF
torontosun.com,right,https://bit.ly/2FFUCjF
towleroad.com,left,https://bit.ly/2FFUCjF
townhall.com,right,https://bit.ly/2FFUCjF
tribunist.com,right,https://bit.ly/2FFUCjF
trofire.com,left,https://bit.ly/2FFUCjF
trunews.com,pseudoscience,https://bit.ly/2FFUCjF
truth-out.org,left,https://bit.ly/2FFUCjF
truthchannelpolitics.com,pseudoscience,https://bit.ly/2FFUCjF
truthdig.com,left,https://bit.ly/2FFUCjF
truthexaminer.com,questionable,https://bit.ly/2FFUCjF
truthinmedia.com,right,https://bit.ly/2FFUCjF
truthmonitor.com,questionable,https://bit.ly/2FFUCjF
unbiasedamerica.com,right,https://bit.ly/2FFUCjF
undergroundhealth.com,pseudoscience,https://bit.ly/2FFUCjF
unionleader.com,right,https://bit.ly/2FFUCjF
uproxx.com,left,https://bit.ly/2FFUCjF
upworthy.com,left,https://bit.ly/2FFUCjF
usadailyinfo.com,fake,https://bit.ly/2FFUCjF
vaccines.news,pseudoscience,https://bit.ly/2FFUCjF
vanityfair.com,left,https://bit.ly/2FFUCjF
vesselnews.io,right,https://bit.ly/2FFUCjF
vidmax.com,questionable,https://bit.ly/2FFUCjF
villagevoice.com,left,https://bit.ly/2FFUCjF
voiceofamericatv.com,pseudoscience,https://bit.ly/2FFUCjF
vox.com,left,https://bit.ly/2FFUCjF
washingtonmonthly.com,left,https://bit.ly/2FFUCjF
wattsupwiththat.com,pseudoscience,https://bit.ly/2FFUCjF
wellnessachiever.net,pseudoscience,https://bit.ly/2FFUCjF
whale.to,pseudoscience,https://bit.ly/2FFUCjF
whitehouse.gov,right,https://bit.ly/2rEc4uV
wonkette.com,left,https://bit.ly/2FFUCjF
world.wng.org,right,https://bit.ly/2FFUCjF
worldpoliticus.com,questionable,https://bit.ly/2FFUCjF
worldsocialism.org,left,https://bit.ly/2rEc4uV
worldsocialistwebsite.com,left,https://bit.ly/2FFUCjF
worldtribune.com,right,https://bit.ly/2FFUCjF
www1.cbn.com,pseudoscience,https://bit.ly/2FFUCjF
zcomm.org,left,https://bit.ly/2rEc4uV
againstcronycapitalism.org,right,https://bit.ly/2FFUCjF
allthatsfab.com,left,https://bit.ly/2FFUCjF
althealthworks.com,pseudoscience,https://bit.ly/2FFUCjF
prwatch.org,left,https://bit.ly/2FFUCjF
thedailyliberator.com,right,https://bit.ly/2FFUCjF
desmogblog.com,left,https://bit.ly/2FFUCjF
factsandlogic.org,right,https://bit.ly/2FFUCjF
theusa-news.com,questionable,https://bit.ly/2FFUCjF
gopocalypse.org,left,https://bit.ly/2FFUCjF
huffingtonpost.com,left,https://bit.ly/2FFUCjF
informationliberation.com,questionable,https://bit.ly/2FFUCjF
milo.yiannopoulos.net,questionable,https://bit.ly/2FFUCjF
nationaleconomicseditorial.com,questionable,https://bit.ly/2FFUCjF
newsbusters.org,right,https://bit.ly/2FFUCjF
peta.org,pseudoscience,https://bit.ly/2FFUCjF
photographyisnotacrime.com,left,https://bit.ly/2FFUCjF
theproudconservative.com,questionable,https://bit.ly/2FFUCjF
sott.net,pseudoscience,https://bit.ly/2FFUCjF
stateofthenation2012.com,questionable,https://bit.ly/2FFUCjF
thepostemail.com,right,https://bit.ly/2FFUCjF
thinkingmomsrevolution.com,pseudoscience,https://bit.ly/2FFUCjF
tribunemagazine.org,left,https://bit.ly/2FFUCjF
politicsusanews.com,questionable,https://bit.ly/2FFUCjF
tytnetwork.com,left,https://bit.ly/2FFUCjF
source_url_processed,bias,https://bit.ly/2S730tS
brexitcentral.com,right,https://bit.ly/2S730tS
foreignpolicynews.org,left,https://bit.ly/2S730tS
loser.com,extreme-left,https://bit.ly/2S730tS
popularresistance.org,left,https://bit.ly/2S730tS
politicalmayhem.news,extreme-right,https://bit.ly/2S730tS
triggerreset.net,extreme-right,https://bit.ly/2S730tS
france24-tv.com,extreme-right,https://bit.ly/2S730tS
freewestmedia.com,right,https://bit.ly/2S730tS
theguardiansofdemocracy.com,left,https://bit.ly/2S730tS
conservativeoutfitters.com-blogs-news,right,https://bit.ly/2S730tS
amazingnews.net,extreme-right,https://bit.ly/2S730tS
newsandstoriesfromusa.com,extreme-right,https://bit.ly/2S730tS
offendedamerica.com,right,https://bit.ly/2S730tS
southafricatoday.net,right,https://bit.ly/2S730tS
blackpigeonspeaks.com,extreme-right,https://bit.ly/2S730tS
churchmilitant.com,right,https://bit.ly/2S730tS
iowastartingline.com,left,https://bit.ly/2S730tS
deepleftfield.info,left,https://bit.ly/2S730tS
intellectualtakeout.org,right,https://bit.ly/2S730tS
bigleaguepolitics.com,right,https://bit.ly/2S730tS
newswars.com,extreme-right,https://bit.ly/2S730tS
thegoldwater.com,extreme-right,https://bit.ly/2S730tS
resistancereport.com,extreme-left,https://bit.ly/2S730tS
americannewsx.com,left,https://bit.ly/2S730tS
newsuptoday.com,extreme-right,https://bit.ly/2S730tS
themaven.net-beingliberal,left,https://bit.ly/2S730tS
adelaidenow.com.au,right,https://bit.ly/2S730tS
beliefnet.com,right,https://bit.ly/2S730tS
nccivitas.org,right,https://bit.ly/2S730tS
beaware.one,extreme-right,https://bit.ly/2S730tS
bluntforcetruth.com,extreme-right,https://bit.ly/2S730tS
greenleft.org.au,left,https://bit.ly/2S730tS
firstinfreedomdaily.com,right,https://bit.ly/2S730tS
researchantisemitism.ca,extreme-right,https://bit.ly/2S730tS
freedomcrossroads.com,right,https://bit.ly/2S730tS
dailydems.com,left,https://bit.ly/2S730tS
crisismagazine.com,right,https://bit.ly/2S730tS
thesternfacts.com,left,https://bit.ly/2S730tS
thepublicdiscourse.com,extreme-right,https://bit.ly/2S730tS
libcom.org,left,https://bit.ly/2S730tS
renewamerica.com,extreme-right,https://bit.ly/2S730tS
joeforamerica.com,extreme-right,https://bit.ly/2S730tS
newsbreakshere.com,extreme-right,https://bit.ly/2S730tS
nova-magazine.net,left,https://bit.ly/2S730tS
usaconservativereport.com,extreme-right,https://bit.ly/2S730tS
iwf.org,right,https://bit.ly/2S730tS
ips-dc.org,left,https://bit.ly/2S730tS
redice.tv,extreme-right,https://bit.ly/2S730tS
vermontindependent.org,left,https://bit.ly/2S730tS
quadrant.org.au,right,https://bit.ly/2S730tS
patribotics.blog,right,https://bit.ly/2S730tS
mbganews.com,extreme-right,https://bit.ly/2S730tS
politifeed.net,right,https://bit.ly/2S730tS
itsgoingdown.org,left,https://bit.ly/2S730tS
republicanssucks.org,left,https://bit.ly/2S730tS
antifascistnews.net,left,https://bit.ly/2S730tS
vivaliberty.com,right,https://bit.ly/2S730tS
toprightnews.com,extreme-right,https://bit.ly/2S730tS
conservativemedia.com,extreme-right,https://bit.ly/2S730tS
thelondoneconomic.com,left,https://bit.ly/2S730tS
consmovement.com,extreme-right,https://bit.ly/2S730tS
tennesseestar.com,right,https://bit.ly/2S730tS
sbgi.net,right,https://bit.ly/2S730tS
thefloridasqueeze.com,left,https://bit.ly/2S730tS
thereligionofpeace.com,extreme-right,https://bit.ly/2S730tS
voiceofeurope.com,extreme-right,https://bit.ly/2S730tS
nationalcenter.org,right,https://bit.ly/2S730tS
hoggwatch.com,extreme-right,https://bit.ly/2S730tS
codepink.org,left,https://bit.ly/2S730tS
ipatriot.com,right,https://bit.ly/2S730tS
studionewsnetwork.com,right,https://bit.ly/2S730tS
renewedright.com,right,https://bit.ly/2S730tS
puppetstringnews.com,extreme-right,https://bit.ly/2S730tS
projectcensored.org,left,https://bit.ly/2S730tS
citypaper.com,left,https://bit.ly/2S730tS
thepeoplestruth.com,extreme-right,https://bit.ly/2S730tS
smirkingchimp.com,left,https://bit.ly/2S730tS
concernedwomen.org-blog,extreme-right,https://bit.ly/2S730tS
ntknetwork.com,right,https://bit.ly/2S730tS
telesurtv.net-english,left,https://bit.ly/2S730tS
speisa.com,extreme-right,https://bit.ly/2S730tS
aclj.org,right,https://bit.ly/2S730tS
gotnews.com,extreme-right,https://bit.ly/2S730tS
trumpservativenews.info,extreme-right,https://bit.ly/2S730tS
rightalerts.com,extreme-right,https://bit.ly/2S730tS
globetoday.com,left,https://bit.ly/2S730tS
deepstatenation.com,left,https://bit.ly/2S730tS
ir.net,left,https://bit.ly/2S730tS
takimag.com,extreme-right,https://bit.ly/2S730tS
squawker.org,extreme-right,https://bit.ly/2S730tS
americanewshub.com,right,https://bit.ly/2S730tS
gopusa.com,right,https://bit.ly/2S730tS
conservativetoday.com,right,https://bit.ly/2S730tS
syriana-analysis.com,left,https://bit.ly/2S730tS
progressiveliberal.net,left,https://bit.ly/2S730tS
act.tv,left,https://bit.ly/2S730tS
getreligion.org,right,https://bit.ly/2S730tS
alec.org,right,https://bit.ly/2S730tS
rantt.com,left,https://bit.ly/2S730tS
10news.one,extreme-right,https://bit.ly/2S730tS
o4anews.com,extreme-right,https://bit.ly/2S730tS
en-volve.com,extreme-right,https://bit.ly/2S730tS
dailypresser.com,extreme-right,https://bit.ly/2S730tS
dailyworldinformation.com,extreme-right,https://bit.ly/2S730tS
freedomsfinalstand.com,extreme-right,https://bit.ly/2S730tS
exposinggovernment.com,extreme-right,https://bit.ly/2S730tS
ff.org,right,https://bit.ly/2S730tS
speakgov.com,extreme-right,https://bit.ly/2S730tS
deadspin.com,left,https://bit.ly/2S730tS
truthuncensored.net,extreme-right,https://bit.ly/2S730tS
thehayride.com,right,https://bit.ly/2S730tS
progressivearmy.com,left,https://bit.ly/2S730tS
democraticmoms.com,extreme-left,https://bit.ly/2S730tS
americanmilitarynews.com,right,https://bit.ly/2S730tS
acculturated.com,right,https://bit.ly/2S730tS
defiantamerica.com,extreme-right,https://bit.ly/2S730tS
ricochet.com,right,https://bit.ly/2S730tS
washingtonpress.com,left,https://bit.ly/2S730tS
stonecoldtruth.com,extreme-right,https://bit.ly/2S730tS
dcwhispers.com,right,https://bit.ly/2S730tS
extranewsfeed.com,left,https://bit.ly/2S730tS
remnantnewspaper.com,extreme-right,https://bit.ly/2S730tS
undergroundjournalist.org,extreme-left,https://bit.ly/2S730tS
viraltitle.com,left,https://bit.ly/2S730tS
restoreamericanglory.com,right,https://bit.ly/2S730tS
defund.com,extreme-right,https://bit.ly/2S730tS
people.com-politics,left,https://bit.ly/2S730tS
zcomm.org-zmag,left,https://bit.ly/2S730tS
ifyouonlynews.com,extreme-left,https://bit.ly/2S730tS
libertynation.com,right,https://bit.ly/2S730tS
alphanewsmn.com,right,https://bit.ly/2S730tS
knightstemplarinternational.com,extreme-right,https://bit.ly/2S730tS
politicslive.net,extreme-right,https://bit.ly/2S730tS
marxist.com,left,https://bit.ly/2S730tS
unwatch.org,right,https://bit.ly/2S730tS
usadosenews.com,extreme-right,https://bit.ly/2S730tS
ibleedredwhiteblue.com,right,https://bit.ly/2S730tS
sonsoflibertymedia.com,extreme-right,https://bit.ly/2S730tS
erlc.com,right,https://bit.ly/2S730tS
defendevropa.org,extreme-right,https://bit.ly/2S730tS
yesmagazine.org,left,https://bit.ly/2S730tS
peacock-panache.com,left,https://bit.ly/2S730tS
libertyheadlines.com,right,https://bit.ly/2S730tS
freetelegraph.com,right,https://bit.ly/2S730tS
conservapedia.com-Main_Page,extreme-right,https://bit.ly/2S730tS
ruthinstitute.org,extreme-right,https://bit.ly/2S730tS
dailyrecord.co.uk,left,https://bit.ly/2S730tS
americanconsequences.com,right,https://bit.ly/2S730tS
sonorannews.com,right,https://bit.ly/2S730tS
autostraddle.com,left,https://bit.ly/2S730tS
bearingarms.com,right,https://bit.ly/2S730tS
americantruthseekers.com,extreme-right,https://bit.ly/2S730tS
themillenniumreport.com,extreme-right,https://bit.ly/2S730tS
mediaequalizer.com,right,https://bit.ly/2S730tS
workers.org,left,https://bit.ly/2S730tS
fedsoc.org,right,https://bit.ly/2S730tS
futureinamerica.com-news,right,https://bit.ly/2S730tS
usainfront.com,extreme-right,https://bit.ly/2S730tS
capitalresearch.org,right,https://bit.ly/2S730tS
infogalactic.com,extreme-right,https://bit.ly/2S730tS
opslens.com,right,https://bit.ly/2S730tS
vote.us.org,left,https://bit.ly/2S730tS
magapill.com,right,https://bit.ly/2S730tS
readersupportednews.org,left,https://bit.ly/2S730tS
hillarydaily.com,right,https://bit.ly/2S730tS
americanindependent.com,left,https://bit.ly/2S730tS
curvemag.com,left,https://bit.ly/2S730tS
newsblaze.com,extreme-right,https://bit.ly/2S730tS
thenationalpatriot.com,extreme-right,https://bit.ly/2S730tS
staresattheworld.com,extreme-right,https://bit.ly/2S730tS
bluetribune.com,extreme-left,https://bit.ly/2S730tS
newbostonpost.com,right,https://bit.ly/2S730tS
thedcgazette.com,extreme-right,https://bit.ly/2S730tS
steadfastandloyal.com,extreme-right,https://bit.ly/2S730tS
theresurgent.com,right,https://bit.ly/2S730tS
cnntimes.online,left,https://bit.ly/2S730tS
tfp.org,extreme-right,https://bit.ly/2S730tS
girlsjustwannahaveguns.com,extreme-right,https://bit.ly/2S730tS
feministing.com,left,https://bit.ly/2S730tS
globalvoices.org,left,https://bit.ly/2S730tS
theburningspear.com,left,https://bit.ly/2S730tS
pacificpundit.com,extreme-right,https://bit.ly/2S730tS
politicaldig.com,left,https://bit.ly/2S730tS
memri.org,right,https://bit.ly/2S730tS
democraticunderground.com,left,https://bit.ly/2S730tS
consnation.com,extreme-right,https://bit.ly/2S730tS
loveknowledge.org,left,https://bit.ly/2S730tS
dailysurge.com,right,https://bit.ly/2S730tS
mediacircus.com,right,https://bit.ly/2S730tS
thelibertyeagle.com,extreme-right,https://bit.ly/2S730tS
westernjournalism.com-thepoint,right,https://bit.ly/2S730tS
thewashingtonreporter.com,extreme-right,https://bit.ly/2S730tS
theoswatch.com,left,https://bit.ly/2S730tS
liberalexaminer.com,left,https://bit.ly/2S730tS
readingthepictures.org,left,https://bit.ly/2S730tS
imowired.com,extreme-right,https://bit.ly/2S730tS
thecitizenpress.com,right,https://bit.ly/2S730tS
truebluescoop.com,extreme-left,https://bit.ly/2S730tS
carepublican.com,right,https://bit.ly/2S730tS
drudge.com,left,https://bit.ly/2S730tS
citizensunited.org-index.aspx,right,https://bit.ly/2S730tS
thewashingtonstandard.com,extreme-right,https://bit.ly/2S730tS
splinternews.com,left,https://bit.ly/2S730tS
therantidote.com,right,https://bit.ly/2S730tS
bannedinformation.com,extreme-right,https://bit.ly/2S730tS
hardnews.network,extreme-right,https://bit.ly/2S730tS
faithwire.com,right,https://bit.ly/2S730tS
ihypocrite.net,extreme-right,https://bit.ly/2S730tS
democracyguardian.com,left,https://bit.ly/2S730tS
sentinelksmo.org,right,https://bit.ly/2S730tS
hermancain.com,right,https://bit.ly/2S730tS
wsws.org,left,https://bit.ly/2S730tS
spin.com-death-and-taxes,left,https://bit.ly/2S730tS
aina.org,right,https://bit.ly/2S730tS
abeldanger.org,conspiracy,mediabiasfactcheck.com
allianceforadvancedhealth.com,conspiracy,mediabiasfactcheck.com
alternativenewsnetwork.net,conspiracy,mediabiasfactcheck.com
americandigitalnews.com,conspiracy,mediabiasfactcheck.com
aim4truth.org,conspiracy,mediabiasfactcheck.com
antinewsnetwork.com,conspiracy,mediabiasfactcheck.com
ae911truth.org,conspiracy,mediabiasfactcheck.com
asia-pacificresearch.com,conspiracy,mediabiasfactcheck.com
australiannationalreview.com,conspiracy,mediabiasfactcheck.com
autismspeaks.org,conspiracy,mediabiasfactcheck.com
beholdisrael.org,conspiracy,mediabiasfactcheck.com
biologos.org,conspiracy,mediabiasfactcheck.com
catholic.org,conspiracy,mediabiasfactcheck.com
carm.org,conspiracy,mediabiasfactcheck.com
creation.com,conspiracy,mediabiasfactcheck.com
christianscience.com,conspiracy,mediabiasfactcheck.com
christiantoday.info,conspiracy,mediabiasfactcheck.com
climatechangedispatch.com,conspiracy,mediabiasfactcheck.com
judithcurry.com,conspiracy,mediabiasfactcheck.com
conspiracydailyupdate.com,conspiracy,mediabiasfactcheck.com
cosmicintelligenceagency.com,conspiracy,mediabiasfactcheck.com
counterpropa.com,conspiracy,mediabiasfactcheck.com
creationwiki.orgMain_Page,conspiracy,mediabiasfactcheck.com
curiousmindmagazine.com,conspiracy,mediabiasfactcheck.com
dailygrail.com,conspiracy,mediabiasfactcheck.com
darkjournalist.com,conspiracy,mediabiasfactcheck.com
dataasylum.comindex.html,conspiracy,mediabiasfactcheck.com
disclose.tv,conspiracy,mediabiasfactcheck.com
draxe.com,conspiracy,mediabiasfactcheck.com
doctoroz.com,conspiracy,mediabiasfactcheck.com
earthpulse.com,conspiracy,mediabiasfactcheck.com
econewsmedia.org,conspiracy,mediabiasfactcheck.com
eluxemagazine.com,conspiracy,mediabiasfactcheck.com
enlightened-planet.com,conspiracy,mediabiasfactcheck.com
escapeallthesethings.com,conspiracy,mediabiasfactcheck.com
extraordinaryinfo.com,conspiracy,mediabiasfactcheck.com
faithpanda.com,conspiracy,mediabiasfactcheck.com
foodmatters.com,conspiracy,mediabiasfactcheck.com
foreverconscious.com,conspiracy,mediabiasfactcheck.com
freedomainradio.com,conspiracy,mediabiasfactcheck.com
globalhealingcenter.com,conspiracy,mediabiasfactcheck.com
gotquestions.org,conspiracy,mediabiasfactcheck.com
govtslaves.com,conspiracy,mediabiasfactcheck.com
greenpeace.orgusa,conspiracy,mediabiasfactcheck.com
haarp.net,conspiracy,mediabiasfactcheck.com
thehealthconsciousness.com,conspiracy,mediabiasfactcheck.com
healthy-vibes.com,conspiracy,mediabiasfactcheck.com
hellochristian.com,conspiracy,mediabiasfactcheck.com
savethemales.ca,conspiracy,mediabiasfactcheck.com
ihealthtube.com,conspiracy,mediabiasfactcheck.com
independentsciencenews.org,conspiracy,mediabiasfactcheck.com
iowaclimate.org,conspiracy,mediabiasfactcheck.com
israelislamandendtimes.com,conspiracy,mediabiasfactcheck.com
jeffereyjaxen.comnews,conspiracy,mediabiasfactcheck.com
junkscience.com,conspiracy,mediabiasfactcheck.com
lifespa.com,conspiracy,mediabiasfactcheck.com
livestrong.com,conspiracy,mediabiasfactcheck.com
nvic.org,conspiracy,mediabiasfactcheck.com
mediaroots.org,conspiracy,mediabiasfactcheck.com
medicine.news,conspiracy,mediabiasfactcheck.com
medusamagazine.com,conspiracy,mediabiasfactcheck.com
needtoknow.news,conspiracy,mediabiasfactcheck.com
mindbodygreen.com,conspiracy,mediabiasfactcheck.com
muricatoday.com,conspiracy,mediabiasfactcheck.com
naturalhealth365.com,conspiracy,mediabiasfactcheck.com
naturalmedicineteam.com,conspiracy,mediabiasfactcheck.com
naturalsociety.com,conspiracy,mediabiasfactcheck.com
naturallysavvy.com,conspiracy,mediabiasfactcheck.com
sp.neuronation.comen,conspiracy,mediabiasfactcheck.com
newsbud.com,conspiracy,mediabiasfactcheck.com
ourhealthguides.com,conspiracy,mediabiasfactcheck.com
populartechnology.net,conspiracy,mediabiasfactcheck.com
pressfortruth.ca,conspiracy,mediabiasfactcheck.com
principia-scientific.org,conspiracy,mediabiasfactcheck.com
prophecynewswatch.com,conspiracy,mediabiasfactcheck.com
propornot.comphome.html,conspiracy,mediabiasfactcheck.com
rapturenewsnetwork.com,conspiracy,mediabiasfactcheck.com
realnews24.com,conspiracy,mediabiasfactcheck.com
religionmind.com,conspiracy,mediabiasfactcheck.com
returntonow.net,conspiracy,mediabiasfactcheck.com
revolutionradio.org,conspiracy,mediabiasfactcheck.com
sanevax.org,conspiracy,mediabiasfactcheck.com
sciencefactz.com,conspiracy,mediabiasfactcheck.com
sgtreport.com,conspiracy,mediabiasfactcheck.com
simpleorganicmedicine.com,conspiracy,mediabiasfactcheck.com
space.news,conspiracy,mediabiasfactcheck.com
stormfront.orgforumblogsrecent-entries,conspiracy,mediabiasfactcheck.com
theaware.net,conspiracy,mediabiasfactcheck.com
crusaderjournal.com,conspiracy,mediabiasfactcheck.com
thedailycheck.net,conspiracy,mediabiasfactcheck.com
thedailyconspiracy.com,conspiracy,mediabiasfactcheck.com
theearthchild.co.za,conspiracy,mediabiasfactcheck.com
theheartysoul.com,conspiracy,mediabiasfactcheck.com
theinternationalreporter.org,conspiracy,mediabiasfactcheck.com
theinternetpost.net,conspiracy,mediabiasfactcheck.com
therundownlive.comnews,conspiracy,mediabiasfactcheck.com
thoughtcrimeradio.net,conspiracy,mediabiasfactcheck.com
truthcommand.com,conspiracy,mediabiasfactcheck.com
truththeory.com,conspiracy,mediabiasfactcheck.com
twisted.news,conspiracy,mediabiasfactcheck.com
tyrannyrising.com,conspiracy,mediabiasfactcheck.com
ukcolumn.org,conspiracy,mediabiasfactcheck.com
vaccinesrevealed.com,conspiracy,mediabiasfactcheck.com
vaxxter.com,conspiracy,mediabiasfactcheck.com
viralnewsnetwork.net,conspiracy,mediabiasfactcheck.com
wakeup-world.com,conspiracy,mediabiasfactcheck.com
wikispooks.comwikiMain_Page,conspiracy,mediabiasfactcheck.com
akkadiantimes.com,left,mediabiasfactcheck.com
afj.org,left,mediabiasfactcheck.com
aidc.org.zaamandla-media,left,mediabiasfactcheck.com
au.org,left,mediabiasfactcheck.com
angrywhitemen.org,left,mediabiasfactcheck.com
themaven.netbeingliberal,left,mediabiasfactcheck.com
bluestatedaily.com,left,mediabiasfactcheck.com
