domain,flag_description,dataset
drrichswier.com,hate,https://bit.ly/2FFUCjF
eutimes.net,conspiracy,https://bit.ly/2FFUCjF
gatesofvienna.net,conspiracy,https://bit.ly/2FFUCjF
glaringhypocrisy.com,conspiracy,https://bit.ly/2FFUCjF
ihr.org,hate,https://bit.ly/2FFUCjF
libertyfederation.com,hate,https://bit.ly/2FFUCjF
nationalvanguard.org,hate,https://bit.ly/2FFUCjF
npiamerica.org,hate,https://bit.ly/2FFUCjF
returnofkings.com,hate,https://bit.ly/2FFUCjF
themuslimissue.wordpress.com,conspiracy,https://bit.ly/2FFUCjF
therightstuff.biz,hate,https://bit.ly/2FFUCjF
truthfeed.com,conspiracy,https://bit.ly/2FFUCjF
whitepower.com,conspiracy,https://bit.ly/2FFUCjF
americankabuki.blogspot.com,junksci,https://bit.ly/2FFUCjF
ancient-code.com,junksci,https://bit.ly/2FFUCjF
checkoutthehealthyworld.com,clickbait,https://bit.ly/2FFUCjF
collective-evolution.com,junksci,https://bit.ly/2FFUCjF
collectivelyconscious.net,conspiracy,https://bit.ly/2FFUCjF
consciouslifenews.com,junksci,https://bit.ly/2FFUCjF
dineal.com,junksci,https://bit.ly/2FFUCjF
ewao.com,junksci,https://bit.ly/2FFUCjF
experimentalvaccines.org,conspiracy,https://bit.ly/2FFUCjF
foodbabe.com,junksci,https://bit.ly/2FFUCjF
galacticconnection.com,junksci,https://bit.ly/2FFUCjF
geoengineeringwatch.org,conspiracy,https://bit.ly/2FFUCjF
greenmedinfo.com,junksci,https://bit.ly/2FFUCjF
healthimpactnews.com,junksci,https://bit.ly/2FFUCjF
healthnutnews.com,junksci,https://bit.ly/2FFUCjF
healthy-holistic-living.com,clickbait,https://bit.ly/2FFUCjF
icr.org,junksci,https://bit.ly/2FFUCjF
in5d.com,junksci,https://bit.ly/2FFUCjF
lifeprevention.com,junksci,https://bit.ly/2FFUCjF
naturalblaze.com,conspiracy,https://bit.ly/2FFUCjF
naturalnews.com,conspiracy,https://bit.ly/2FFUCjF
naturalnewsblogs.com,junksci,https://bit.ly/2FFUCjF
rawforbeauty.com,junksci,https://bit.ly/2FFUCjF
realfarmacy.com,conspiracy,https://bit.ly/2FFUCjF
realplanetnews.com,junksci,https://bit.ly/2FFUCjF
responsibletechnology.org,junksci,https://bit.ly/2FFUCjF
revolutions2040.com,clickbait,https://bit.ly/2FFUCjF
thetruthaboutcancer.com,junksci,https://bit.ly/2FFUCjF
thetruthwins.com,conspiracy,https://bit.ly/2FFUCjF
wakingtimes.com,junksci,https://bit.ly/2FFUCjF
whydontyoutrythis.com,junksci,https://bit.ly/2FFUCjF
worldwidehealthy.com,clickbait,https://bit.ly/2FFUCjF
advocate.com,political,https://bit.ly/2FFUCjF
alternet.org,political,https://bit.ly/2FFUCjF
americanprogress.org,political,https://bit.ly/2FFUCjF
attn.com,clickbait,https://bit.ly/2FFUCjF
baptistnews.com,political,https://bit.ly/2FFUCjF
breitbart.com,political,https://bit.ly/2FFUCjF
cato.org,political,https://bit.ly/2rEc4uV
chroniclesmagazine.org,political,https://bit.ly/2FFUCjF
city-journal.org,political,https://bit.ly/2FFUCjF
commentarymagazine.com,political,https://bit.ly/2FFUCjF
commondreams.org,clickbait,https://bit.ly/2FFUCjF
conservativereview.com,political,https://bit.ly/2FFUCjF
countercurrents.org,political,https://bit.ly/2FFUCjF
counterinformation.wordpress.com,political,https://bit.ly/2FFUCjF
counterpunch.com,political,https://bit.ly/2FFUCjF
counterpunch.org,political,https://bit.ly/2FFUCjF
dailycaller.com,clickbait,https://bit.ly/2FFUCjF
dailykos.com,clickbait,https://bit.ly/2FFUCjF
davidstockmanscontracorner.com,political,https://bit.ly/2FFUCjF
deadlinelive.info,conspiracy,https://bit.ly/2FFUCjF
dennismichaellynch.com,political,https://bit.ly/2FFUCjF
dissentmagazine.org,political,https://bit.ly/2FFUCjF
drudgereport.com,political,https://bit.ly/2FFUCjF
economicnoise.com,political,https://bit.ly/2FFUCjF
ecowatch.com,political,https://bit.ly/2FFUCjF
emptywheel.net,political,https://bit.ly/2FFUCjF
filmsforaction.org,political,https://bit.ly/2FFUCjF
foreignpolicyjournal.com,political,https://bit.ly/2FFUCjF
freedomworks.org,political,https://bit.ly/2FFUCjF
geopolmonitor.com,political,https://bit.ly/2FFUCjF
guardianlv.com,political,https://bit.ly/2FFUCjF
heritage.org,political,https://bit.ly/2FFUCjF
ijr.com,political,https://bit.ly/2FFUCjF
jackpineradicals.com,political,https://bit.ly/2FFUCjF
jacobinmag.com,political,https://bit.ly/2FFUCjF
judicialwatch.org,political,https://bit.ly/2FFUCjF
mintpressnews.com,political,https://bit.ly/2FFUCjF
mrc.org,political,https://bit.ly/2FFUCjF
nakedcapitalism.com,political,https://bit.ly/2FFUCjF
nationalreview.com,political,https://bit.ly/2FFUCjF
newcoldwar.org,political,https://bit.ly/2FFUCjF
newscorpse.com,political,https://bit.ly/2FFUCjF
oann.com,political,https://bit.ly/2FFUCjF
observer.com,political,https://bit.ly/2FFUCjF
occupy.com,political,https://bit.ly/2FFUCjF
pjmedia.com,political,https://bit.ly/2FFUCjF
presidentialvoting2016.com,political,https://bit.ly/2FFUCjF
proudemocrat.com,political,https://bit.ly/2FFUCjF
rawstory.com,clickbait,https://bit.ly/2FFUCjF
redstate.com,clickbait,https://bit.ly/2FFUCjF
rinf.com,political,https://bit.ly/2FFUCjF
ronpaulinstitute.org,political,https://bit.ly/2FFUCjF
ruptly.tv,political,https://bit.ly/2FFUCjF
theblaze.com,clickbait,https://bit.ly/2FFUCjF
thedailybeast.com,political,https://bit.ly/2FFUCjF
thefifthcolumnnews.com,political,https://bit.ly/2FFUCjF
theintercept.com,political,https://bit.ly/2FFUCjF
thinkprogress.org,political,https://bit.ly/2FFUCjF
tomwoods.com,political,https://bit.ly/2FFUCjF
washingtonexaminer.com,political,https://bit.ly/2FFUCjF
weeklystandard.com,political,https://bit.ly/2FFUCjF
yellowhammernews.com,political,https://bit.ly/2FFUCjF
christianpost.com,reliable,https://bit.ly/2FFUCjF
consortiumnews.com,reliable,https://bit.ly/2FFUCjF
nutritionfacts.org,reliable,https://bit.ly/2FFUCjF
americantoday.news,rumor,https://bit.ly/2FFUCjF
amtvmedia.com,rumor,https://bit.ly/2FFUCjF
bigbluedimension.com,rumor,https://bit.ly/2FFUCjF
christiantimesnewspaper.com,fake,https://bit.ly/2FFUCjF
express.co.uk,rumor,https://bit.ly/2FFUCjF
loanpride.com,clickbait,https://bit.ly/2FFUCjF
magafeed.com,fake,https://bit.ly/2FFUCjF
mediazone.news,rumor,https://bit.ly/2FFUCjF
megafreshnews.com,rumor,https://bit.ly/2FFUCjF
newswire-24.com,rumor,https://bit.ly/2FFUCjF
pollhype.com,clickbait,https://bit.ly/2FFUCjF
www.rt.com,state,https://bit.ly/2FFUCjF
aanirfan.blogspot.co.uk,unreliable,https://bit.ly/2FFUCjF
acting-man.com,conspiracy,https://bit.ly/2FFUCjF
ahtribune.com,unreliable,https://bit.ly/2FFUCjF
allnewspipeline.com,conspiracy,https://bit.ly/2FFUCjF
anonews.co,unreliable,https://bit.ly/2FFUCjF
anonhq.com,unreliable,https://bit.ly/2FFUCjF
anonnews.co,unreliable,https://bit.ly/2FFUCjF
automaticearth.com,unreliable,https://bit.ly/2FFUCjF
awm.com,clickbait,https://bit.ly/2FFUCjF
blackagendareport.com,unreliable,https://bit.ly/2FFUCjF
boilingfrogspost.com,conspiracy,https://bit.ly/2FFUCjF
breakpoint.org,unreliable,https://bit.ly/2FFUCjF
bvanews.com,fake,https://bit.ly/2FFUCjF
cnnnext.com,unreliable,https://bit.ly/2FFUCjF
cnsnews.com,unreliable,https://bit.ly/2FFUCjF
coasttocoastam.com,unreliable,https://bit.ly/2FFUCjF
conservativeoutfitters.com,clickbait,https://bit.ly/2FFUCjF
davejanda.com,unreliable,https://bit.ly/2FFUCjF
dcleaks.com,unreliable,https://bit.ly/2FFUCjF
financialsurvivalnetwork.com,unreliable,https://bit.ly/2FFUCjF
guccifer2.wordpress.com,unreliable,https://bit.ly/2FFUCjF
jewsnews.co.il,fake,https://bit.ly/2FFUCjF
libertynews.com,unreliable,https://bit.ly/2FFUCjF
mad-yet.blogspot.com,questionable,https://bit.ly/2FFUCjF
madpatriots.com,clickbait,https://bit.ly/2FFUCjF
madworldnews.com,unreliable,https://bit.ly/2FFUCjF
morningledger.com,conspiracy,https://bit.ly/2FFUCjF
morningnewsusa.com,clickbait,https://bit.ly/2FFUCjF
nevo.news,unreliable,https://bit.ly/2FFUCjF
newcenturytimes.com,unreliable,https://bit.ly/2FFUCjF
newsmax.com,unreliable,https://bit.ly/2FFUCjF
northcrane.com,unreliable,https://bit.ly/2FFUCjF
nutritionalanarchy.com,unreliable,https://bit.ly/2FFUCjF
politicalears.com,clickbait,https://bit.ly/2FFUCjF
politicsintheusa.com,unreliable,https://bit.ly/2FFUCjF
powerpoliticians.com,unreliable,https://bit.ly/2FFUCjF
shareblue.com,unreliable,https://bit.ly/2FFUCjF
sovereignman.com,unreliable,https://bit.ly/2FFUCjF
theantimedia.org,conspiracy,https://bit.ly/2FFUCjF
theduran.com,unreliable,https://bit.ly/2FFUCjF
thefreethoughtproject.com,conspiracy,https://bit.ly/2FFUCjF
thegoldandoilguy.com,unreliable,https://bit.ly/2rEc4uV
theinformedamerican.net,unreliable,https://bit.ly/2FFUCjF
thelibertymill.com,conspiracy,https://bit.ly/2FFUCjF
usdefensewatch.com,unreliable,https://bit.ly/2FFUCjF
usviewer.com,fake,https://bit.ly/2FFUCjF
veteransnewsnow.com,unreliable,https://bit.ly/2FFUCjF
wallstreetonparade.com,unreliable,https://bit.ly/2FFUCjF
weaselzippers.us,questionable,https://bit.ly/2FFUCjF
whowhatwhy.com,unreliable,https://bit.ly/2FFUCjF
wikileaks.com,unreliable,https://bit.ly/2FFUCjF
wikileaks.org,unreliable,https://bit.ly/2FFUCjF
wolfstreet.com,unreliable,https://bit.ly/2FFUCjF
12minutos.com,fake,https://bit.ly/2R2nJyL
20minutenews.com,fake,https://bit.ly/2R2nJyL
24aktuelles.com,fake,https://bit.ly/2R2nJyL
24x365live.com,fake,https://bit.ly/2R2nJyL
abcnews-us.com,fake,https://bit.ly/2R2nJyL
actualite.co,fake,https://bit.ly/2R2nJyL
adobochronicles.com,fake,https://bit.ly/2R2nJyL
alabamaobserver.com,fake,https://bit.ly/2R2nJyL
albertatimes.com,fake,https://bit.ly/2R2nJyL
alertchild.com,fake,https://bit.ly/2R2nJyL
americanflavor.news,fake,https://bit.ly/2R2nJyL
areyousleep.com,fake,https://bit.ly/2R2nJyL
associatedmediacoverage.com,fake,https://bit.ly/2R2nJyL
badcriminals.com,fake,https://bit.ly/2R2nJyL
battypost.com,fake,https://bit.ly/2R2nJyL
bizstandardnews.com,fake,https://bit.ly/2R2nJyL
borderherald.com,fake,https://bit.ly/2R2nJyL
breakingnews247.net,fake,https://bit.ly/2R2nJyL
breakingnews365.net,fake,https://bit.ly/2R2nJyL
burrardstreetjournal.com,fake,https://bit.ly/2R2nJyL
cartelpress.com,fake,https://bit.ly/2R2nJyL
cartelreport.com,fake,https://bit.ly/2R2nJyL
celebtricity.com,fake,https://bit.ly/2R2nJyL
channel22news.com,fake,https://bit.ly/2R2nJyL
channel23news.com,fake,https://bit.ly/2R2nJyL
channel24news.com,fake,https://bit.ly/2R2nJyL
channel28news.com,fake,https://bit.ly/2R2nJyL
channel33news.com,fake,https://bit.ly/2R2nJyL
channel34news.com,fake,https://bit.ly/2R2nJyL
channel40news.com,fake,https://bit.ly/2R2nJyL
channel45news.com,fake,https://bit.ly/2R2nJyL
channel46news.com,fake,https://bit.ly/2R2nJyL
channel5000.com,fake,https://bit.ly/2R2nJyL
channel55news.com,fake,https://bit.ly/2R2nJyL
channel56news.com,fake,https://bit.ly/2R2nJyL
channel59news.com,fake,https://bit.ly/2R2nJyL
channel60news.com,fake,https://bit.ly/2R2nJyL
channel62news.com,fake,https://bit.ly/2R2nJyL
channel63news.com,fake,https://bit.ly/2R2nJyL
channel65news.com,fake,https://bit.ly/2R2nJyL
channel66news.com,fake,https://bit.ly/2R2nJyL
channel68news.com,fake,https://bit.ly/2R2nJyL
channel77news.com,fake,https://bit.ly/2R2nJyL
cnn-globalnews.com,fake,https://bit.ly/2R2nJyL
cnn-internationaledition.com,fake,https://bit.ly/2R2nJyL
cnn.com.de,fake,https://bit.ly/2R2nJyL
cnoticias.net,fake,https://bit.ly/2R2nJyL
countyweekly.com,fake,https://bit.ly/2R2nJyL
dailycurrant.com,fake,https://bit.ly/2R2nJyL
dailyfinesser.com,fake,https://bit.ly/2R2nJyL
dailyworldupdate.com,fake,https://bit.ly/2R2nJyL
dallastimes.us,fake,https://bit.ly/2R2nJyL
denverinquirer.com,fake,https://bit.ly/2R2nJyL
drugsofficial.com,fake,https://bit.ly/2R2nJyL
dublintribune.com,fake,https://bit.ly/2R2nJyL
empireherald.com,fake,https://bit.ly/2R2nJyL
empirenews.net,fake,https://bit.ly/2R2nJyL
en-bref.fr,fake,https://bit.ly/2R2nJyL
everydaybreakingnews.com,fake,https://bit.ly/2R2nJyL
fedsalert.com,fake,https://bit.ly/2R2nJyL
folksvideo.com,fake,https://bit.ly/2R2nJyL
freddymag.com,fake,https://bit.ly/2R2nJyL
freeinquirer.com,fake,https://bit.ly/2R2nJyL
freewoodpost.com,fake,https://bit.ly/2R2nJyL
globalassociatednews.com,fake,https://bit.ly/2R2nJyL
heaviermetal.net,fake,https://bit.ly/2R2nJyL
hotglobalnews.com,fake,https://bit.ly/2R2nJyL
houstonchronicle-tv.com,fake,https://bit.ly/2R2nJyL
houstonleader.com,fake,https://bit.ly/2R2nJyL
huzlers.com,fake,https://bit.ly/2R2nJyL
jacksontelegraph.com,fake,https://bit.ly/2R2nJyL
jokerviral.com,fake,https://bit.ly/2R2nJyL
journaldemourreal.com,fake,https://bit.ly/2R2nJyL
ladiesofliberty.net,fake,https://bit.ly/2R2nJyL
mississippiherald.com,fake,https://bit.ly/2R2nJyL
mrnewswatch.com,fake,https://bit.ly/2R2nJyL
nachrichten.de.com,fake,https://bit.ly/2R2nJyL
nachrichten365.com,fake,https://bit.ly/2R2nJyL
nationalreport.net,fake,https://bit.ly/2R2nJyL
ncscooper.com,fake,https://bit.ly/2R2nJyL
net-infosnews.com,fake,https://bit.ly/2R2nJyL
newjournal.us,fake,https://bit.ly/2R2nJyL
news4ktla.com,fake,https://bit.ly/2R2nJyL
newsbuzzdaily.com,fake,https://bit.ly/2R2nJyL
newsconservative.com,fake,https://bit.ly/2R2nJyL
newsexaminer.net,fake,https://bit.ly/2R2nJyL
newshubs.info,fake,https://bit.ly/2R2nJyL
newspunch.com,fake,https://bit.ly/2R2nJyL
noticias-frescas.com,fake,https://bit.ly/2R2nJyL
notizzia.com,fake,https://bit.ly/2R2nJyL
nymeta.co,fake,https://bit.ly/2R2nJyL
persecutes.com,fake,https://bit.ly/2R2nJyL
potatriotpost.com,fake,https://bit.ly/2R2nJyL
pressunion.org,fake,https://bit.ly/2R2nJyL
qualitysharing.com,fake,https://bit.ly/2R2nJyL
reaganwasright.com,fake,https://bit.ly/2R2nJyL
redcountry.us,fake,https://bit.ly/2R2nJyL
redinfo.us,fake,https://bit.ly/2R2nJyL
rilenews.com,fake,https://bit.ly/2R2nJyL
satiratribune.com,fake,https://bit.ly/2R2nJyL
scaryhours.com,fake,https://bit.ly/2R2nJyL
scrapetv.com,fake,https://bit.ly/2R2nJyL
smhwtfnews.com,fake,https://bit.ly/2R2nJyL
straightstoned.com,fake,https://bit.ly/2R2nJyL
stuppid.com,fake,https://bit.ly/2R2nJyL
sundayinquirer.com,fake,https://bit.ly/2R2nJyL
sundaypost.org,fake,https://bit.ly/2R2nJyL
superstation95.com,fake,https://bit.ly/2R2nJyL
surreytelegraph.com,fake,https://bit.ly/2R2nJyL
sydneybulletin.com,fake,https://bit.ly/2R2nJyL
telegraphsun.com,fake,https://bit.ly/2R2nJyL
thebreakingnews.co,fake,https://bit.ly/2R2nJyL
thefrt.com,fake,https://bit.ly/2R2nJyL
thelastlineofdefense.online,fake,https://bit.ly/2R2nJyL
thenationalsun.com,fake,https://bit.ly/2R2nJyL
thenewsnerd.com,fake,https://bit.ly/2R2nJyL
thenochill.com,fake,https://bit.ly/2R2nJyL
theracketreport.com,fake,https://bit.ly/2R2nJyL
theseattletribune.com,fake,https://bit.ly/2R2nJyL
thevalleyreport.com,fake,https://bit.ly/2R2nJyL
timesofcambodia.com,fake,https://bit.ly/2R2nJyL
tmzbreaking.com,fake,https://bit.ly/2R2nJyL
tmzcomedy.com,fake,https://bit.ly/2R2nJyL
tmzhiphop.com,fake,https://bit.ly/2R2nJyL
tmzuncut.com,fake,https://bit.ly/2R2nJyL
tmzworldnews.com,fake,https://bit.ly/2R2nJyL
tmzworldstar.com,fake,https://bit.ly/2R2nJyL
tmzworldstarnews.com,fake,https://bit.ly/2R2nJyL
toutelinfo.fr,fake,https://bit.ly/2R2nJyL
unitednews.org,fake,https://bit.ly/2R2nJyL
vancouverinquirer.com,fake,https://bit.ly/2R2nJyL
viralactions.com,fake,https://bit.ly/2R2nJyL
viralmugshot.com,fake,https://bit.ly/2R2nJyL
viralpropaganda.com,fake,https://bit.ly/2R2nJyL
viralspeech.com,fake,https://bit.ly/2R2nJyL
viralstupid.com,fake,https://bit.ly/2R2nJyL
washingtonevening.com,fake,https://bit.ly/2R2nJyL
weekendherald.com,fake,https://bit.ly/2R2nJyL
witscience.org,fake,https://bit.ly/2R2nJyL
worldnewsdailyreport.com,fake,https://bit.ly/2R2nJyL
24wpn.com,questionable,https://bit.ly/2FFUCjF
369news.net,pseudoscience,https://bit.ly/2FFUCjF
aattp.org,questionable,https://bit.ly/2FFUCjF
acpeds.org,questionable,https://bit.ly/2FFUCjF
aei.org,right,https://bit.ly/2FFUCjF
afa.net,questionable,https://bit.ly/2FFUCjF
ageofautism.com,pseudoscience,https://bit.ly/2FFUCjF
ageofshitlords.com,questionable,https://bit.ly/2FFUCjF
aidc.org.za,left,https://bit.ly/2FFUCjF
aim.org,right,https://bit.ly/2FFUCjF
alexanderhiggins.com,pseudoscience,https://bit.ly/2FFUCjF
allenbwest.com,right,https://bit.ly/2FFUCjF
americanbridgepac.org,left,https://bit.ly/2FFUCjF
americanintelligencereport.com,pseudoscience,https://bit.ly/2FFUCjF
americanpoliticnews.co,fake,https://bit.ly/2FFUCjF
americansforprosperity.org,right,https://bit.ly/2FFUCjF
americanupdater.com,questionable,https://bit.ly/2FFUCjF
ancient-origins.net,pseudoscience,https://bit.ly/2FFUCjF
andersoninstitute.com,pseudoscience,https://bit.ly/2FFUCjF
anonjekloy.tk,pseudoscience,https://bit.ly/2FFUCjF
answersingenesis.org,pseudoscience,https://bit.ly/2FFUCjF
asheepnomore.net,pseudoscience,https://bit.ly/2FFUCjF
avoiceformen.com,questionable,https://bit.ly/2FFUCjF
backedbyfact.com,left,https://bit.ly/2FFUCjF
beinglibertarian.com,right,https://bit.ly/2FFUCjF
biggovernment.news,right,https://bit.ly/2FFUCjF
bitchmedia.org,left,https://bit.ly/2FFUCjF
bizpacreview.com,right,https://bit.ly/2FFUCjF
blacklivesmatter.com,left,https://bit.ly/2FFUCjF
bloodandsoil.org,questionable,https://bit.ly/2FFUCjF
blue-route.org,left,https://bit.ly/2FFUCjF
bluedotdaily.com,left,https://bit.ly/2FFUCjF
bluelivesmatter.blue,right,https://bit.ly/2FFUCjF
boingboing.net,left,https://bit.ly/2FFUCjF
breakthrough.holylandnutrition.com,pseudoscience,https://bit.ly/2FFUCjF
breitbartunmasked.com,left,https://bit.ly/2FFUCjF
bust.com,left,https://bit.ly/2FFUCjF
campaignlifecoalition.com,right,https://bit.ly/2FFUCjF
canadiandimension.com,left,https://bit.ly/2FFUCjF
carbonated.tv,left,https://bit.ly/2FFUCjF
censored.news,questionable,https://bit.ly/2FFUCjF
change.org,left,https://bit.ly/2FFUCjF
chicagoreader.com,left,https://bit.ly/2FFUCjF
chroniclesofdemocracy.com,left,https://bit.ly/2FFUCjF
cis.org,questionable,https://bit.ly/2FFUCjF
clarionproject.org,questionable,https://bit.ly/2FFUCjF
climatedepot.com,pseudoscience,https://bit.ly/2FFUCjF
climaterealityproject.org,left,https://bit.ly/2FFUCjF
colddeadhands.us,right,https://bit.ly/2FFUCjF
conservative101.com,questionable,https://bit.ly/2FFUCjF
conservativebase.com,right,https://bit.ly/2FFUCjF
conservativedailynews.com,right,https://bit.ly/2FFUCjF
conservativeinfocorner.com,fake,https://bit.ly/2FFUCjF
conservativepost.com,questionable,https://bit.ly/2FFUCjF
constitution.com,questionable,https://bit.ly/2FFUCjF
controversialtimes.com,right,https://bit.ly/2FFUCjF
cosmopolitan.com,left,https://bit.ly/2FFUCjF
crimeresearch.org,right,https://bit.ly/2FFUCjF
crimethinc.com,left,https://bit.ly/2FFUCjF
crooksandliars.com,left,https://bit.ly/2FFUCjF
cscmediagroupus.com,right,https://bit.ly/2FFUCjF
csglobe.com,pseudoscience,https://bit.ly/2FFUCjF
currentaffairs.org,left,https://bit.ly/2FFUCjF
dailydot.com,left,https://bit.ly/2FFUCjF
dailymail.co.uk,right,https://bit.ly/2rEc4uV
dailysabah.com,right,https://bit.ly/2FFUCjF
dailystar.co.uk,pseudoscience,https://bit.ly/2FFUCjF
dallasvoice.com,left,https://bit.ly/2FFUCjF
dangerandplay.com,questionable,https://bit.ly/2FFUCjF
davidicke.com,pseudoscience,https://bit.ly/2FFUCjF
dcstatesman.com,right,https://bit.ly/2FFUCjF
deadstate.org,left,https://bit.ly/2FFUCjF
deathandtaxes.com,left,https://bit.ly/2FFUCjF
debatepost.com,right,https://bit.ly/2FFUCjF
democracynow.org,left,https://bit.ly/2FFUCjF
democratichub.com,left,https://bit.ly/2FFUCjF
democraticreview.com,questionable,https://bit.ly/2FFUCjF
dieharddemocrat.com,left,https://bit.ly/2FFUCjF
discoverthenetworks.org,questionable,https://bit.ly/2FFUCjF
discovery.org,pseudoscience,https://bit.ly/2FFUCjF
disobedientmedia.com,right,https://bit.ly/2FFUCjF
drainingtheswamp.info,questionable,https://bit.ly/2FFUCjF
earthfirstjournal.org,left,https://bit.ly/2FFUCjF
ebar.com,left,https://bit.ly/2FFUCjF
economyincrisis.org,left,https://bit.ly/2FFUCjF
electronicintifada.net,left,https://bit.ly/2FFUCjF
elisabethparker.com,left,https://bit.ly/2FFUCjF
elitedaily.com,left,https://bit.ly/2FFUCjF
en.metapedia.org,questionable,https://bit.ly/2rEc4uV
en.radiovaticana.va,questionable,https://bit.ly/2FFUCjF
endtimeheadlines.org,pseudoscience,https://bit.ly/2FFUCjF
esquire.com,left,https://bit.ly/2FFUCjF
everydayfeminism.com,left,https://bit.ly/2FFUCjF
everynewshere.com,pseudoscience,https://bit.ly/2FFUCjF
evolutionnews.org,pseudoscience,https://bit.ly/2FFUCjF
evonomics.com,left,https://bit.ly/2FFUCjF
ewg.org,pseudoscience,https://bit.ly/2FFUCjF
fairus.org,questionable,https://bit.ly/2FFUCjF
familysurvivalheadlines.com,pseudoscience,https://bit.ly/2FFUCjF
fifthestate.org,left,https://bit.ly/2FFUCjF
filmingcops.com,left,https://bit.ly/2FFUCjF
focusonthefamily.com,questionable,https://bit.ly/2FFUCjF
forwardprogressives.com,left,https://bit.ly/2FFUCjF
foxnews.com,right,https://bit.ly/2FFUCjF
frc.org,questionable,https://bit.ly/2FFUCjF
freedomlibertynews.com,questionable,https://bit.ly/2FFUCjF
friendsofscience.org,pseudoscience,https://bit.ly/2FFUCjF
front.moveon.org,left,https://bit.ly/2FFUCjF
fury.news,questionable,https://bit.ly/2FFUCjF
futureinamerica.com,right,https://bit.ly/2rEc4uV
g-a-i.org,right,https://bit.ly/2FFUCjF
gatestoneinstitute.org,right,https://bit.ly/2FFUCjF
geopolitics.co,pseudoscience,https://bit.ly/2FFUCjF
gizmodo.com,left,https://bit.ly/2FFUCjF
globalinfotoday.com,questionable,https://bit.ly/2FFUCjF
globalskywatch.com,pseudoscience,https://bit.ly/2FFUCjF
good.is,left,https://bit.ly/2FFUCjF
goodgopher.com,questionable,https://bit.ly/2FFUCjF
gop.com,right,https://bit.ly/2FFUCjF
gq.com,left,https://bit.ly/2FFUCjF
greenpeace.org,pseudoscience,https://bit.ly/2rEc4uV
greenvillegazette.com,left,https://bit.ly/2FFUCjF
healtheternally.com,pseudoscience,https://bit.ly/2FFUCjF
home.nra.org,right,https://bit.ly/2FFUCjF
hoover.org,right,https://bit.ly/2rEc4uV
hotair.com,right,https://bit.ly/2FFUCjF
hsionline.com,pseudoscience,https://bit.ly/2FFUCjF
hudson.org,right,https://bit.ly/2FFUCjF
humanevents.com,right,https://bit.ly/2FFUCjF
illuminatiwatcher.com,pseudoscience,https://bit.ly/2FFUCjF
independentlivingnews.com,pseudoscience,https://bit.ly/2FFUCjF
independentsentinel.com,right,https://bit.ly/2FFUCjF
informedowners.com,questionable,https://bit.ly/2FFUCjF
inthesetimes.com,left,https://bit.ly/2FFUCjF
israelvideonetwork.com,questionable,https://bit.ly/2FFUCjF
jeffereyjaxen.com,pseudoscience,https://bit.ly/2rEc4uV
jewishworldreview.com,right,https://bit.ly/2FFUCjF
jewwatch.com,questionable,https://bit.ly/2FFUCjF
jezebel.com,left,https://bit.ly/2FFUCjF
jookos.com,questionable,https://bit.ly/2FFUCjF
judicialnetwork.com,right,https://bit.ly/2FFUCjF
knoxreport.com,right,https://bit.ly/2FFUCjF
larouchepac.com,pseudoscience,https://bit.ly/2FFUCjF
latitudes.org,pseudoscience,https://bit.ly/2FFUCjF
lavendermagazine.com,left,https://bit.ly/2FFUCjF
leftaction.com,left,https://bit.ly/2FFUCjF
leftfootforward.org,left,https://bit.ly/2FFUCjF
leftoverrights.com,left,https://bit.ly/2FFUCjF
leftscoop.com,left,https://bit.ly/2FFUCjF
leftsideofhistory.com,left,https://bit.ly/2FFUCjF
legalinsurrection.com,right,https://bit.ly/2FFUCjF
lgbtqnation.com,left,https://bit.ly/2FFUCjF
liberalsociety.com,questionable,https://bit.ly/2FFUCjF
libertybrief.com,questionable,https://bit.ly/2FFUCjF
libertyhangout.org,right,https://bit.ly/2FFUCjF
littlegreenfootballs.com,left,https://bit.ly/2FFUCjF
liveaction.org,pseudoscience,https://bit.ly/2FFUCjF
livingresistance.com,pseudoscience,https://bit.ly/2FFUCjF
livingwhole.org,pseudoscience,https://bit.ly/2FFUCjF
loonwatch.com,questionable,https://bit.ly/2FFUCjF
louderwithcrowder.com,right,https://bit.ly/2FFUCjF
lozierinstitute.org,pseudoscience,https://bit.ly/2FFUCjF
mashable.com,left,https://bit.ly/2FFUCjF
mediafactwatch.com,pseudoscience,https://bit.ly/2FFUCjF
mediaite.com,left,https://bit.ly/2FFUCjF
mediamatters.org,left,https://bit.ly/2FFUCjF
mercola.com,pseudoscience,https://bit.ly/2FFUCjF
merryjane.com,left,https://bit.ly/2FFUCjF
miaminewtimes.com,left,https://bit.ly/2FFUCjF
middleeastmonitor.com,left,https://bit.ly/2FFUCjF
mirror.co.uk,left,https://bit.ly/2FFUCjF
modernalternativemama.com,pseudoscience,https://bit.ly/2FFUCjF
modernliberals.com,left,https://bit.ly/2FFUCjF
mondoweiss.net,left,https://bit.ly/2FFUCjF
morningstaronline.co.uk,left,https://bit.ly/2FFUCjF
motherjones.com,left,https://bit.ly/2FFUCjF
movingleft.com,questionable,https://bit.ly/2FFUCjF
mrcblog.com,questionable,https://bit.ly/2FFUCjF
msmagazine.com,left,https://bit.ly/2FFUCjF
msnbc.com,left,https://bit.ly/2FFUCjF
nap-sack.org,left,https://bit.ly/2FFUCjF
nationalmemo.com,left,https://bit.ly/2FFUCjF
